left_x0,left_y0,left_z0,left_x1,left_y1,left_z1,left_x2,left_y2,left_z2,left_x3,left_y3,left_z3,left_x4,left_y4,left_z4,left_x5,left_y5,left_z5,left_x6,left_y6,left_z6,left_x7,left_y7,left_z7,left_x8,left_y8,left_z8,left_x9,left_y9,left_z9,left_x10,left_y10,left_z10,left_x11,left_y11,left_z11,left_x12,left_y12,left_z12,left_x13,left_y13,left_z13,left_x14,left_y14,left_z14,left_x15,left_y15,left_z15,left_x16,left_y16,left_z16,left_x17,left_y17,left_z17,left_x18,left_y18,left_z18,left_x19,left_y19,left_z19,left_x20,left_y20,left_z20,right_x0,right_y0,right_z0,right_x1,right_y1,right_z1,right_x2,right_y2,right_z2,right_x3,right_y3,right_z3,right_x4,right_y4,right_z4,right_x5,right_y5,right_z5,right_x6,right_y6,right_z6,right_x7,right_y7,right_z7,right_x8,right_y8,right_z8,right_x9,right_y9,right_z9,right_x10,right_y10,right_z10,right_x11,right_y11,right_z11,right_x12,right_y12,right_z12,right_x13,right_y13,right_z13,right_x14,right_y14,right_z14,right_x15,right_y15,right_z15,right_x16,right_y16,right_z16,right_x17,right_y17,right_z17,right_x18,right_y18,right_z18,right_x19,right_y19,right_z19,right_x20,right_y20,right_z20,label
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45807692408561707,0.822291374206543,-8.329278955443442e-08,0.46406275033950806,0.8458943367004395,-0.017318587750196457,0.4746692180633545,0.8646396398544312,-0.027547767385840416,0.4836248755455017,0.8857265710830688,-0.03662335127592087,0.4877941310405731,0.9035398960113525,-0.0471905879676342,0.5060506463050842,0.8379938006401062,-0.0186841432005167,0.507142186164856,0.8074501752853394,-0.031993843615055084,0.5110519528388977,0.7812783122062683,-0.04565714672207832,0.5173636674880981,0.7613162398338318,-0.05528712645173073,0.5087789297103882,0.813869833946228,-0.016417019069194794,0.5131173133850098,0.7819098234176636,-0.02668767236173153,0.5205258727073669,0.7528544664382935,-0.03858199715614319,0.5273903012275696,0.72971111536026,-0.048673417419195175,0.5081856846809387,0.7934223413467407,-0.015495561063289642,0.5166894197463989,0.7621276378631592,-0.026331190019845963,0.5257906317710876,0.7370653748512268,-0.03468228131532669,0.5343376398086548,0.7199100255966187,-0.040943339467048645,0.5023701190948486,0.7730859518051147,-0.015898849815130234,0.5165295004844666,0.7498866319656372,-0.024545151740312576,0.526721715927124,0.7297331690788269,-0.02772265113890171,0.5366754531860352,0.7158664464950562,-0.030267169699072838,mother
0.45146581530570984,0.7613827586174011,-1.0688621543408772e-08,0.46775785088539124,0.7477214336395264,-0.012980998493731022,0.48613664507865906,0.7283672094345093,-0.018812203779816628,0.49940264225006104,0.7115936279296875,-0.023086512461304665,0.5098156929016113,0.6983559727668762,-0.027127282693982124,0.505062997341156,0.7198876738548279,-0.010358828119933605,0.5232341885566711,0.6824069023132324,-0.01995886117219925,0.5364450812339783,0.6538184285163879,-0.029726602137088776,0.5465701818466187,0.6295284032821655,-0.03644416853785515,0.5039640665054321,0.7145189046859741,-0.007741227746009827,0.5225098133087158,0.6793513298034668,-0.015709055587649345,0.5376152396202087,0.6500142216682434,-0.02391190268099308,0.54826420545578,0.6249110102653503,-0.03009793348610401,0.5021090507507324,0.7092307209968567,-0.006519517861306667,0.5204343199729919,0.6763992309570312,-0.013511343859136105,0.5341688990592957,0.6501511335372925,-0.018832825124263763,0.5438771843910217,0.6290791034698486,-0.022215085104107857,0.49863359332084656,0.7038943767547607,-0.006614807061851025,0.5138421654701233,0.6794198751449585,-0.012517823837697506,0.5255265831947327,0.6594638824462891,-0.015125117264688015,0.5339280366897583,0.6432650685310364,-0.016587352380156517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mother
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4516105055809021,0.7091208696365356,1.4100275791406602e-07,0.46622034907341003,0.7155852913856506,-0.024145064875483513,0.480715811252594,0.7164002060890198,-0.038727618753910065,0.4910532832145691,0.731531023979187,-0.050498686730861664,0.4978685975074768,0.7443100214004517,-0.062201954424381256,0.5065907835960388,0.6540560722351074,-0.027526097372174263,0.5238339900970459,0.6117889285087585,-0.0404796339571476,0.5361742973327637,0.5818392634391785,-0.051700592041015625,0.546306312084198,0.557210385799408,-0.06015559285879135,0.501311182975769,0.6399951577186584,-0.022478019818663597,0.5186188817024231,0.6027924418449402,-0.03310967981815338,0.5320912003517151,0.5740312337875366,-0.04209556430578232,0.5440735816955566,0.5500227212905884,-0.049263209104537964,0.4937390387058258,0.6318028569221497,-0.019206423312425613,0.5085838437080383,0.5987515449523926,-0.02786392532289028,0.518290102481842,0.5761675834655762,-0.033971209079027176,0.5276594161987305,0.5571542978286743,-0.03850982338190079,0.48385122418403625,0.629137396812439,-0.018267815932631493,0.49069103598594666,0.6038346290588379,-0.02600131556391716,0.494780570268631,0.5844729542732239,-0.029431786388158798,0.4977477788925171,0.568770706653595,-0.03168428689241409,mother
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4651377499103546,0.6675108075141907,-1.4686877491953965e-08,0.4762195944786072,0.6307106018066406,-0.011354132555425167,0.48864245414733887,0.5897477269172668,-0.016724195331335068,0.49347013235092163,0.5564249157905579,-0.02078157290816307,0.49460136890411377,0.5362880825996399,-0.02471180260181427,0.5090596079826355,0.5792667269706726,-0.01625446416437626,0.5235004425048828,0.533463716506958,-0.024346280843019485,0.5321409106254578,0.5050162076950073,-0.029769059270620346,0.5400278568267822,0.48145967721939087,-0.03387342020869255,0.5028672814369202,0.5806331634521484,-0.014254328794777393,0.5014747381210327,0.537568211555481,-0.024119840934872627,0.49334412813186646,0.5177175998687744,-0.02928190492093563,0.48697349429130554,0.5054783821105957,-0.03213087096810341,0.4942680597305298,0.5855020880699158,-0.012998049147427082,0.4919939637184143,0.5432113409042358,-0.021590929478406906,0.4862152934074402,0.5181350708007812,-0.025653017684817314,0.48125582933425903,0.5011042952537537,-0.027669094502925873,0.4845650792121887,0.5953966975212097,-0.012578039430081844,0.4875219166278839,0.5628418922424316,-0.019523853436112404,0.485325425863266,0.5392699837684631,-0.022619906812906265,0.4824531078338623,0.52126145362854,-0.023918867111206055,mother
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46367353200912476,0.66989666223526,-3.706707119022212e-08,0.4760240614414215,0.6204139590263367,-0.00947466678917408,0.4936690330505371,0.569877028465271,-0.013114400207996368,0.5054914951324463,0.5321946740150452,-0.015477605164051056,0.5119791030883789,0.5053214430809021,-0.018345464020967484,0.5087628364562988,0.5772747993469238,-0.01802867464721203,0.5197953581809998,0.5357393622398376,-0.02648594230413437,0.526506781578064,0.5084351301193237,-0.03234754130244255,0.5323552489280701,0.4845113456249237,-0.037436891347169876,0.5030686259269714,0.5904217958450317,-0.01817587949335575,0.5007658004760742,0.5457174181938171,-0.027826523408293724,0.49312150478363037,0.5182363986968994,-0.034186165779829025,0.4866189956665039,0.4967626929283142,-0.0393090583384037,0.49347788095474243,0.606214702129364,-0.018801383674144745,0.4920925498008728,0.5639076828956604,-0.029477069154381752,0.48654496669769287,0.5354763865470886,-0.0362936295568943,0.48117774724960327,0.5135918259620667,-0.040969278663396835,0.48301637172698975,0.6262543797492981,-0.019738923758268356,0.48819923400878906,0.605216383934021,-0.030878979712724686,0.4886786937713623,0.590167224407196,-0.037179093807935715,0.48741868138313293,0.5778717994689941,-0.04088090360164642,mother
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4640473425388336,0.6689621210098267,-4.117143959092573e-08,0.47609949111938477,0.6193850040435791,-0.010482555255293846,0.4944952130317688,0.5672070980072021,-0.013583861291408539,0.5080136656761169,0.5283528566360474,-0.015222323127090931,0.5165448188781738,0.5006281137466431,-0.01721074804663658,0.5091133713722229,0.5764157176017761,-0.016228143125772476,0.5202871561050415,0.5352600812911987,-0.024194108322262764,0.5272417068481445,0.5082584619522095,-0.02991665154695511,0.5334483981132507,0.48445603251457214,-0.03490589186549187,0.5035019516944885,0.5888017416000366,-0.015379534102976322,0.5007947087287903,0.5433947443962097,-0.024293845519423485,0.4932559132575989,0.5144858956336975,-0.030535653233528137,0.4867660701274872,0.4921618103981018,-0.035671867430210114,0.49417126178741455,0.6034718155860901,-0.015255375765264034,0.49235355854034424,0.5602993965148926,-0.02530173398554325,0.4864717721939087,0.5319129228591919,-0.03179198130965233,0.4807075262069702,0.5108469128608704,-0.03615208715200424,0.4838743507862091,0.6225223541259766,-0.015624121762812138,0.4881264567375183,0.597882091999054,-0.026438331231474876,0.4883127510547638,0.5807263255119324,-0.03274516016244888,0.486855685710907,0.5672675967216492,-0.036368075758218765,mother
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46820294857025146,0.5962873101234436,-4.522866348111165e-08,0.49090802669525146,0.5430877208709717,-0.0023772434797137976,0.5064440369606018,0.4861876964569092,-0.007999991998076439,0.5138602256774902,0.44303303956985474,-0.014450814574956894,0.5193005204200745,0.4092002511024475,-0.02253776788711548,0.5003175735473633,0.4776528775691986,-0.023182198405265808,0.499851256608963,0.4200104773044586,-0.04154244065284729,0.49830180406570435,0.38865718245506287,-0.05425813049077988,0.4943566918373108,0.36749738454818726,-0.0628647729754448,0.49467405676841736,0.4995310306549072,-0.032953113317489624,0.49219825863838196,0.4448651075363159,-0.05107381194829941,0.487154096364975,0.4150412082672119,-0.06333993375301361,0.48231685161590576,0.3926597237586975,-0.07274545729160309,0.48840683698654175,0.5300252437591553,-0.04273906350135803,0.4894438683986664,0.49114763736724854,-0.06284016370773315,0.4883831739425659,0.465476930141449,-0.07585999369621277,0.4883064031600952,0.44414839148521423,-0.08568944782018661,0.4823960065841675,0.5651562809944153,-0.05181153863668442,0.4867960810661316,0.5736725330352783,-0.07171788811683655,0.49343153834342957,0.5817077159881592,-0.08188925683498383,0.49882975220680237,0.5885798931121826,-0.08913944661617279,mother
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46818095445632935,0.596040666103363,-3.6338636988375583e-08,0.4909513592720032,0.5431138277053833,-0.002593669109046459,0.5066608786582947,0.4863319396972656,-0.008201800286769867,0.5144554972648621,0.4434344172477722,-0.014576734974980354,0.5204668045043945,0.4099501371383667,-0.022566406056284904,0.49936485290527344,0.4769405424594879,-0.023240916430950165,0.4987160563468933,0.4189269542694092,-0.04153135418891907,0.4975557029247284,0.3872390687465668,-0.054085128009319305,0.4940676987171173,0.36582082509994507,-0.0625721886754036,0.49403560161590576,0.4989207088947296,-0.03285082429647446,0.49175745248794556,0.4437514543533325,-0.05086802318692207,0.48714861273765564,0.41382279992103577,-0.06287015229463577,0.482915461063385,0.39136940240859985,-0.07199525088071823,0.48815885186195374,0.5296005010604858,-0.04248841851949692,0.48957017064094543,0.4903217554092407,-0.062418755143880844,0.4888846278190613,0.4644048810005188,-0.07506821304559708,0.4894413948059082,0.4428085386753082,-0.08459112048149109,0.48257237672805786,0.5649527907371521,-0.05144698545336723,0.4867067337036133,0.5729910731315613,-0.07115349173545837,0.4934212863445282,0.5808895826339722,-0.08099887520074844,0.49913713335990906,0.5877039432525635,-0.08794847875833511,mother
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4678087830543518,0.5966469645500183,-3.805743276075191e-08,0.48995441198349,0.543999433517456,-0.0028694772627204657,0.505407452583313,0.4869328439235687,-0.008575225248932838,0.5126771330833435,0.4436415433883667,-0.01494492869824171,0.5181671380996704,0.4093862473964691,-0.02297413907945156,0.4996607005596161,0.4777368903160095,-0.02392951026558876,0.49939319491386414,0.41935962438583374,-0.04223417490720749,0.49811339378356934,0.3873405456542969,-0.054752133786678314,0.49437859654426575,0.36565884947776794,-0.06320284307003021,0.49445557594299316,0.4996793568134308,-0.0334465429186821,0.4926173686981201,0.4442285895347595,-0.05153629928827286,0.48764511942863464,0.4139128029346466,-0.06365074962377548,0.4831019937992096,0.39112719893455505,-0.07284845411777496,0.4884718060493469,0.5303065776824951,-0.04296696558594704,0.4900738298892975,0.4908488988876343,-0.06311103701591492,0.4892156422138214,0.46457237005233765,-0.07633810490369797,0.4896312952041626,0.4426283836364746,-0.0862870067358017,0.4825335741043091,0.565558671951294,-0.05176730826497078,0.486898809671402,0.5741554498672485,-0.07183339446783066,0.4936215281486511,0.582649827003479,-0.08211234956979752,0.49934425950050354,0.5900740623474121,-0.08937817066907883,mother
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4913557767868042,0.5388197302818298,-1.0636752278969652e-07,0.5141763091087341,0.49881264567375183,-0.0028105787932872772,0.5526561737060547,0.48494186997413635,-0.00949344877153635,0.5757214426994324,0.497196763753891,-0.017161039635539055,0.5821933150291443,0.5185319185256958,-0.023841021582484245,0.5678859949111938,0.48335596919059753,-0.014459650032222271,0.5974396467208862,0.509829580783844,-0.026949621737003326,0.5827815532684326,0.5144957304000854,-0.03482123091816902,0.5684559345245361,0.5070979595184326,-0.03910425677895546,0.5608333945274353,0.5154432654380798,-0.020955193787813187,0.5925505757331848,0.5406943559646606,-0.029775608330965042,0.5777583718299866,0.5407381057739258,-0.03129493445158005,0.5618470907211304,0.5349524617195129,-0.03177228569984436,0.5502716898918152,0.5492984056472778,-0.027674924582242966,0.5835013389587402,0.5684870481491089,-0.033753760159015656,0.569892406463623,0.5670458674430847,-0.027989903464913368,0.5537853240966797,0.5611389875411987,-0.023572679609060287,0.5378358960151672,0.5807743072509766,-0.0348694771528244,0.5673106908798218,0.5962980389595032,-0.0363757349550724,0.5576085448265076,0.5940513610839844,-0.028718354180455208,0.5441942811012268,0.5896043181419373,-0.02290525659918785,mother
